"","AOI.Name","Trial","Stimulus","Category.Group","Index","Event.Start.Trial.Time","Event.End.Trial.Time","Event.Duration","Participant"
"7908",NA,23,"Folie14.jpg","Eye",3,7725.3,7983.9,136.4,"p6"
"7909",NA,28,"Folie6.jpg","Eye",12,4060.9,4064.5,16.7,"p6"
"7910",NA,21,"Folie10.jpg","Eye",18,4996.6,5000.3,16.7,"p6"
"7911",NA,6,"Folie9.jpg","Eye",2,6197.7,6576.6,459.1,"p6"
"7912",NA,5,"Folie12.jpg","Eye",26,6141.9,6155.7,8.4,"p6"
"7913","Fixation",16,"Folie27.jpg","Eye",4,519.7,1449.6,1010.3,"p6"
"7914","Grid",23,"Folie14.jpg","Eye",23,8002.3,8116,116.9,"p6"
"7915",NA,29,"Folie15.jpg","Eye",21,7590.8,7599.1,8.4,"p6"
"7916","Grid",15,"Folie8.jpg","Eye",9,3010.3,3119.9,108.6,"p6"
"7917",NA,20,"Folie29.jpg","Eye",22,6851.8,6865.3,25.1,"p6"
"7918",NA,9,"Folie16.jpg","Eye",3,780.3,796.2,8.4,"p6"
"7919",NA,27,"Folie18.jpg","Eye",23,6493.5,6513.1,8.4,"p6"
"7920",NA,30,"Folie17.jpg","Eye",20,7308,7328.6,33.4,"p6"
"7921",NA,9,"Folie16.jpg","Eye",23,8584.8,8657.4,50.1,"p6"
"7922",NA,28,"Folie6.jpg","Eye",24,7378.4,7402.3,8.3,"p6"
"7923",NA,16,"Folie27.jpg","Eye",4,1463.4,1482.4,8.3,"p6"
"7924","Target Word",5,"Folie12.jpg","Eye",1,6.1,423.7,334.3,"p6"
"7925","Fixation",17,"Folie1.jpg","Eye",4,1816.6,2241.8,400.7,"p6"
"7926",NA,27,"Folie18.jpg","Eye",29,8321.2,8326.2,8.4,"p6"
"7927","Target Word",16,"Folie27.jpg","Eye",8,2590.9,2738.9,150.3,"p6"
"7928","Grid",21,"Folie10.jpg","Eye",11,3989.1,4235,242,"p6"
"7929",NA,11,"Folie30.jpg","Eye",21,8308.3,8338.4,16.7,"p6"
"7930",NA,8,"Folie22.jpg","Eye",15,4715.6,4743.4,25.1,"p6"
"7931",NA,2,"Folie3.jpg","Eye",21,8645.1,8646.3,33.4,"p6"
"7932",NA,15,"Folie8.jpg","Eye",17,4853.7,4862.7,8.4,"p6"
"7933","Grid",12,"Folie4.jpg","Eye",22,6558.5,7001.5,433.7,"p6"
"7934",NA,20,"Folie29.jpg","Eye",16,3995.5,4036.2,8.4,"p6"
"7935","Grid",18,"Folie11.jpg","Eye",8,3054.4,3157.6,133.5,"p6"
"7936","Grid",18,"Folie11.jpg","Eye",14,5257.2,5356.4,100.2,"p6"
"7937","Grid",12,"Folie4.jpg","Eye",12,3530.8,3625.1,142,"p6"
"7938","Grid",21,"Folie10.jpg","Eye",9,3109.7,3333,200.5,"p6"
"7939",NA,6,"Folie9.jpg","Eye",9,3939.1,3947.5,33.4,"p6"
"7940",NA,6,"Folie9.jpg","Eye",16,5180.8,5185.6,8.4,"p6"
"7941","Grid",20,"Folie29.jpg","Eye",29,6251,6555.3,361.2,"p6"
"7942","Grid",14,"Folie20.jpg","Eye",13,5409.5,5633.4,217.1,"p6"
"7943","Target Word",8,"Folie22.jpg","Eye",5,2689.5,2968,300.6,"p6"
"7944","Grid",23,"Folie14.jpg","Eye",12,3612.3,3713,75.1,"p6"
"7945",NA,14,"Folie20.jpg","Eye",2,1748.5,1767.8,91.8,"p6"
"7946",NA,27,"Folie18.jpg","Eye",1,418.1,422.7,8.4,"p6"
"7947",NA,29,"Folie15.jpg","Eye",15,4927.5,4940.7,8.4,"p6"
"7948",NA,29,"Folie15.jpg","Information",1,0,NA,NA,"p6"
"7949","Fixation",25,"Folie28.jpg","Eye",3,244,452.6,183.7,"p6"
"7950","Fixation",21,"Folie10.jpg","Eye",2,317.8,488.8,175.4,"p6"
"7951",NA,19,"Folie2.jpg","Eye",14,6603,6624.3,8.4,"p6"
"7952",NA,14,"Folie20.jpg","Eye",11,2893.2,2928.3,33.4,"p6"
"7953","Fixation",4,"Folie24.jpg","Eye",2,318.9,553.6,292.1,"p6"
"7954",NA,14,"Folie20.jpg","Eye",15,3646.8,3661.3,8.4,"p6"
"7955",NA,17,"Folie1.jpg","Eye",11,5013.8,5012.3,33.4,"p6"
"7956","Fixation",27,"Folie18.jpg","Eye",3,479.7,2242,1753,"p6"
"7957","Grid",18,"Folie11.jpg","Eye",13,3775.6,4106.9,283.8,"p6"
"7958","Grid",30,"Folie17.jpg","Eye",9,3296.3,3520.2,217.1,"p6"
"7959","Fixation",9,"Folie16.jpg","Eye",4,1816.6,2199.1,434.2,"p6"
"7960",NA,9,"Folie16.jpg","Eye",1,1873.2,2056.9,183.7,"p6"
"7961","Grid",14,"Folie20.jpg","Eye",2,403,642.4,275.6,"p6"
"7962",NA,5,"Folie12.jpg","Eye",15,4214.9,4274,16.7,"p6"
"7963","Grid",28,"Folie6.jpg","Eye",18,5642.9,5891.1,242.2,"p6"
"7964","Grid",13,"Folie7.jpg","Eye",10,3385.7,3577.9,225.6,"p6"
"7965","Grid",16,"Folie27.jpg","Eye",1,11.5,320.9,309,"p6"
"7966","Grid",13,"Folie7.jpg","Eye",17,4451.5,4555.5,133.6,"p6"
"7967","Grid",12,"Folie4.jpg","Eye",15,3600.3,3968.1,384,"p6"
"7968","Grid",2,"Folie3.jpg","Eye",24,8730.5,9095.6,342.3,"p6"
"7969",NA,27,"Folie18.jpg","Eye",16,4111.2,4129.2,8.4,"p6"
"7970","Grid",30,"Folie17.jpg","Eye",22,6963.6,7243.3,284.7,"p6"
"7971","Grid",8,"Folie22.jpg","Eye",6,2274.1,2382.4,108.5,"p6"
"7972",NA,4,"Folie24.jpg","Eye",9,4665.5,4682.4,33.4,"p6"
"7973",NA,20,"Folie29.jpg","Eye",20,5443,5471.8,16.7,"p6"
"7974","Grid",30,"Folie17.jpg","Eye",12,3512,3732.8,242.1,"p6"
"7975",NA,10,"Folie23.jpg","Eye",4,2210.8,2252.2,50.1,"p6"
"7976","Fixation",12,"Folie4.jpg","Eye",14,4556.6,5321,267.2,"p6"
"7977","Grid",8,"Folie22.jpg","Eye",11,3333,3507.8,150.3,"p6"
"7978",NA,8,"Folie22.jpg","Eye",8,2984.6,2997.9,16.7,"p6"
"7979",NA,17,"Folie1.jpg","Eye",19,6712.2,6713.7,8.4,"p6"
"7980","Grid",27,"Folie18.jpg","Eye",24,7342,7474.7,109.8,"p6"
"7981",NA,21,"Folie10.jpg","Eye",25,9028.6,9083.9,66.4,"p6"
"7982",NA,15,"Folie8.jpg","Eye",8,3113.5,3191.2,50.1,"p6"
"7983","Fixation",13,"Folie7.jpg","Eye",2,515.8,657.1,66.8,"p6"
"7984",NA,17,"Folie1.jpg","Eye",1,847.4,794.9,142,"p6"
"7985",NA,28,"Folie6.jpg","Eye",11,3861.7,3882.9,16.7,"p6"
"7986",NA,21,"Folie10.jpg","Eye",26,8303.1,8288.1,8.2,"p6"
"7987","Grid",15,"Folie8.jpg","Eye",36,9018.4,9091.5,91.9,"p6"
"7988","Grid",2,"Folie3.jpg","Eye",12,4097.5,4431.9,317,"p6"
"7989","Grid",14,"Folie20.jpg","Eye",17,5345,5534.1,75.2,"p6"
"7990",NA,3,"Folie25.jpg","Eye",19,9042.1,9079.8,41.7,"p6"
"7991",NA,12,"Folie4.jpg","Eye",1,3890.9,4372.5,476.1,"p6"
"7992","Grid",20,"Folie29.jpg","Eye",14,3756.6,3946.9,117,"p6"
"7993",NA,4,"Folie24.jpg","Eye",15,4390.6,4422.6,16.7,"p6"
"7994",NA,5,"Folie12.jpg","Eye",31,8636.6,8642.6,8.4,"p6"
"7995",NA,11,"Folie30.jpg","Eye",15,4828,4855.5,41.8,"p6"
"7996",NA,1,"Folie19.jpg","Eye",3,2254,2286.7,16.7,"p6"
"7997",NA,7,"Folie26.jpg","Eye",4,7279.8,7935.7,739.4,"p6"
"7998",NA,7,"Folie26.jpg","Eye",10,3173.6,3205.7,16.7,"p6"
"7999","Grid",6,"Folie9.jpg","Eye",15,4455.3,4566.4,150.3,"p6"
"8000",NA,19,"Folie2.jpg","Eye",3,579.3,587.6,33.4,"p6"
"8001","Target Word",15,"Folie8.jpg","Eye",25,7688.6,8030.4,517.8,"p6"
"8002",NA,6,"Folie9.jpg","Eye",17,4794.7,4829.2,16.7,"p6"
"8003",NA,8,"Folie22.jpg","Eye",10,3841,3900.4,8.4,"p6"
"8004","Target Word",17,"Folie1.jpg","Eye",1,22.8,274.9,267.1,"p6"
"8005","Grid",7,"Folie26.jpg","Eye",20,6498.4,6722.8,192.1,"p6"
"8006",NA,9,"Folie16.jpg","Eye",4,2622.9,2638.1,83.5,"p6"
"8007","Grid",25,"Folie28.jpg","Eye",19,5586.6,5654.2,91.9,"p6"
"8008",NA,10,"Folie23.jpg","Eye",25,8540.3,8571.1,41.8,"p6"
"8009","Grid",8,"Folie22.jpg","Eye",14,3675.7,3826.5,100.2,"p6"
"8010",NA,20,"Folie29.jpg","Eye",6,3994.2,4023.7,16.7,"p6"
"8011","Grid",22,"Folie13.jpg","Eye",14,5699.2,6668.9,841.5,"p6"
"8012","Target Word",8,"Folie22.jpg","Eye",25,6939.1,7032.2,359.1,"p6"
"8013",NA,25,"Folie28.jpg","Eye",20,8180.9,8211.9,33.4,"p6"
"8014",NA,21,"Folie10.jpg","Eye",27,7515.2,7582.1,8.4,"p6"
"8015",NA,16,"Folie27.jpg","Eye",10,3106.4,3105.5,41.8,"p6"
"8016","Grid",12,"Folie4.jpg","Eye",13,2595.1,2622.7,100.2,"p6"
"8017","Grid",25,"Folie28.jpg","Eye",13,4666.4,4827.9,217.1,"p6"
"8018",NA,20,"Folie29.jpg","Eye",11,3271.8,3293.4,8.4,"p6"
"8019","Grid",5,"Folie12.jpg","Eye",26,8623.1,8814,178.6,"p6"
"8020",NA,16,"Folie27.jpg","Eye",2,445.5,469.6,8.4,"p6"
"8021","Grid",13,"Folie7.jpg","Eye",20,5659.5,5891.4,217.1,"p6"
"8022",NA,13,"Folie7.jpg","Eye",7,2696.5,2704.6,33.4,"p6"
"8023","Grid",6,"Folie9.jpg","Eye",32,7650.8,7895.8,183.6,"p6"
"8024","Grid",16,"Folie27.jpg","Eye",12,3442.6,3832.3,367.4,"p6"
"8025","Grid",6,"Folie9.jpg","Eye",35,8995.6,9092.8,83.5,"p6"
"8026",NA,22,"Folie13.jpg","Eye",5,2401.6,2462.7,50.1,"p6"
"8027",NA,26,"Folie5.jpg","Eye",14,4116.4,4127.2,16.7,"p6"
"8028","Fixation",7,"Folie26.jpg","Eye",8,1823.5,2062.8,359.1,"p6"
"8029","Fixation",1,"Folie19.jpg","Eye",3,2001.2,2283.3,275.5,"p6"
"8030","Grid",2,"Folie3.jpg","Eye",9,4203.9,4440.9,250.6,"p6"
"8031",NA,12,"Folie4.jpg","Eye",10,3498.4,3509.5,8.4,"p6"
"8032","Grid",11,"Folie30.jpg","Eye",11,3801,4018.4,192,"p6"
"8033",NA,30,"Folie17.jpg","Eye",11,4345.6,4340,8.4,"p6"
"8034","White Space",21,"Folie10.jpg","Eye",21,7315.7,7439.2,116.9,"p6"
"8035",NA,8,"Folie22.jpg","Eye",6,2724.7,2748.8,41.8,"p6"
"8036",NA,30,"Folie17.jpg","Eye",2,4486.8,4955.4,509.4,"p6"
"8037","Grid",22,"Folie13.jpg","Eye",5,1014.4,1173.2,125.2,"p6"
"8038",NA,21,"Folie10.jpg","Eye",14,4125.2,4151.2,33.4,"p6"
"8039","Grid",27,"Folie18.jpg","Eye",17,5974.5,6125.6,108.6,"p6"
"8040","Grid",12,"Folie4.jpg","Eye",20,8188.2,9073.1,885,"p6"
"8041","Fixation",14,"Folie20.jpg","Eye",3,624,809.3,208.8,"p6"
"8042",NA,30,"Folie17.jpg","Eye",14,4590.3,4617.2,25.1,"p6"
"8043",NA,8,"Folie22.jpg","Eye",8,3036.2,3095.6,41.8,"p6"
"8044",NA,12,"Folie4.jpg","Eye",7,2995.1,3020,16.7,"p6"
"8045",NA,21,"Folie10.jpg","Eye",31,8511.8,8570.2,50.1,"p6"
"8046","Grid",15,"Folie8.jpg","Eye",13,5361.6,5606.2,258.8,"p6"
"8047","Target Word",4,"Folie24.jpg","Eye",22,6479.9,7076.1,325.7,"p6"
"8048","Grid",5,"Folie12.jpg","Eye",15,4161,4249.2,75.1,"p6"
"8049",NA,21,"Folie10.jpg","Eye",4,7089.6,7396.5,400.8,"p6"
"8050",NA,17,"Folie1.jpg","Eye",12,4604,4633.8,8.4,"p6"
"8051",NA,12,"Folie4.jpg","Eye",2,4857.2,5700.9,1252.4,"p6"
"8052",NA,2,"Folie3.jpg","Eye",10,2341.6,2398.7,50.1,"p6"
"8053","Target Word",30,"Folie17.jpg","Eye",21,7996.6,8645.9,108.6,"p6"
"8054","Grid",8,"Folie22.jpg","Information",18,4520.5,4658.5,108.6,"p6"
"8055","Fixation",5,"Folie12.jpg","Eye",3,624.2,1017.6,375.8,"p6"
"8056","Grid",11,"Folie30.jpg","Eye",14,4654.6,4860,200.3,"p6"
"8057",NA,13,"Folie7.jpg","Eye",22,7274.3,7286.6,8.4,"p6"
"8058",NA,30,"Folie17.jpg","Eye",4,671,680.5,8.3,"p6"
"8059","Grid",1,"Folie19.jpg","Eye",17,5281.2,5444.2,133.6,"p6"
"8060","Target Word",13,"Folie7.jpg","Eye",18,6361.5,7563.8,1189.4,"p6"
"8061",NA,20,"Folie29.jpg","Eye",21,5910.8,5942,8.4,"p6"
"8062","Grid",7,"Folie26.jpg","Eye",17,6899.7,7065,116.9,"p6"
"8063",NA,18,"Folie11.jpg","Eye",69,40049.9,39807.7,8.3,"p6"
"8064","Fixation",10,"Folie23.jpg","Eye",3,578.7,1349.4,793.2,"p6"
"8065","Fixation",28,"Folie6.jpg","Eye",20,8632.4,8929.6,192,"p6"
"8066",NA,7,"Folie26.jpg","Eye",12,4520,4530.9,8.4,"p6"
"8067","Grid",26,"Folie5.jpg","Eye",13,3289.8,3404,108.5,"p6"
"8068","Target Word",11,"Folie30.jpg","Eye",6,2539,3225.1,584.6,"p6"
"8069","Grid",28,"Folie6.jpg","Eye",20,5515.6,5833.7,383.8,"p6"
"8070",NA,13,"Folie7.jpg","Eye",10,3160.6,3192.4,8.3,"p6"
"8071","Grid",4,"Folie24.jpg","Eye",25,8130.6,8196.5,100.3,"p6"
"8072",NA,25,"Folie28.jpg","Eye",4,1363.4,1387.3,8.4,"p6"
"8073",NA,22,"Folie13.jpg","Eye",10,4140.9,4186.6,41.8,"p6"
"8074",NA,28,"Folie6.jpg","Eye",15,4112.5,4116.9,33.4,"p6"
"8075",NA,1,"Folie19.jpg","Eye",26,7800.7,7836.7,16.7,"p6"
"8076","Grid",11,"Folie30.jpg","Eye",15,4692.6,4775.7,133.5,"p6"
"8077","Grid",30,"Folie17.jpg","Eye",24,6211,6533.4,284,"p6"
"8078","Grid",3,"Folie25.jpg","Eye",5,2264.5,2344.5,83.5,"p6"
"8079",NA,9,"Folie16.jpg","Eye",18,4946.2,4958,8.3,"p6"
"8080","Grid",19,"Folie2.jpg","Eye",18,6443.5,6547.2,125.2,"p6"
"8081",NA,30,"Folie17.jpg","Eye",18,5212.7,5248.5,16.7,"p6"
"8082",NA,23,"Folie14.jpg","Eye",18,8618,8642.6,8.5,"p6"
"8083","Grid",13,"Folie7.jpg","Eye",9,3441.9,3665.1,233.8,"p6"
"8084",NA,27,"Folie18.jpg","Eye",17,5346.9,5361,16.7,"p6"
"8085","Target Word",30,"Folie17.jpg","Eye",11,2689.6,3389.4,693.3,"p6"
"8086","Fixation",21,"Folie10.jpg","Eye",7,1387.9,1616.7,183.7,"p6"
"8087",NA,28,"Folie6.jpg","Eye",1,0.7,277.3,367.4,"p6"
"8088",NA,26,"Folie5.jpg","Eye",46,42571.6,42546.7,25,"p6"
"8089","Grid",24,"Folie21.jpg","Eye",28,7006.8,7223.9,233.7,"p6"
"8090",NA,14,"Folie20.jpg","Eye",4,2657.2,2683.4,33.4,"p6"
"8091","Target Word",22,"Folie13.jpg","Eye",4,2426.3,2675.2,233.6,"p6"
"8092","Grid",18,"Folie11.jpg","Information",6,3369.2,3524,142,"p6"
"8093",NA,30,"Folie17.jpg","Eye",7,2216.1,2249.7,8.4,"p6"
"8094","Fixation",18,"Folie11.jpg","Eye",6,1795.8,1979.6,325.6,"p6"
"8095","Grid",24,"Folie21.jpg","Eye",29,8735.6,9097.9,367.3,"p6"
"8096","Grid",16,"Folie27.jpg","Eye",31,8624.1,8681.1,66.8,"p6"
"8097","Fixation",3,"Folie25.jpg","Eye",3,583.5,2235.9,1628.6,"p6"
"8098","Grid",10,"Folie23.jpg","Eye",15,4625,4773.7,133.5,"p6"
"8099","Grid",9,"Folie16.jpg","Eye",17,4111,4370.9,267.2,"p6"
"8100","Grid",15,"Folie8.jpg","Eye",10,3339,3824.4,517.5,"p6"
"8101",NA,9,"Folie16.jpg","Eye",14,3575.1,3593.9,8.4,"p6"
"8102",NA,5,"Folie12.jpg","Eye",20,6080.2,6103.8,8.4,"p6"
"8103","Grid",13,"Folie7.jpg","Eye",18,5349,5553.8,283.8,"p6"
"8104",NA,4,"Folie24.jpg","Eye",14,3927,3936.3,25.1,"p6"
"8105",NA,15,"Folie8.jpg","Eye",1,80.9,188.3,116.8,"p6"
"8106","Grid",13,"Folie7.jpg","Eye",1,4.4,314.3,308.9,"p6"
"8107",NA,27,"Folie18.jpg","Eye",9,3576.8,3605.4,8.4,"p6"
"8108","Grid",14,"Folie20.jpg","Eye",18,5259.7,5368.2,125.2,"p6"
"8109","Grid",13,"Folie7.jpg","Information",13,4031.4,4166.2,116.9,"p6"
"8110","White Space",18,"Folie11.jpg","Eye",5,2444.7,2561.6,116.9,"p6"
"8111","Grid",28,"Folie6.jpg","Eye",8,3036.6,3252.3,208.8,"p6"
"8112",NA,3,"Folie25.jpg","Eye",1,6142,6515.6,459.3,"p6"
"8113",NA,22,"Folie13.jpg","Eye",19,5717.3,5738.9,16.7,"p6"
"8114","Grid",14,"Folie20.jpg","Eye",21,7030.9,7134.6,136.1,"p6"
"8115",NA,8,"Folie22.jpg","Eye",1,458.1,597.5,142,"p6"
"8116","Fixation",8,"Folie22.jpg","Eye",2,275.1,362.6,116.9,"p6"
"8117",NA,9,"Folie16.jpg","Information",1,0,NA,NA,"p6"
"8118",NA,7,"Folie26.jpg","Eye",5,1010.2,1011.5,16.7,"p6"
"8119","Fixation",9,"Folie16.jpg","Eye",25,8245.3,8825.4,500.8,"p6"
"8120","Fixation",6,"Folie9.jpg","Eye",5,2007.6,2267.6,258.8,"p6"
"8121","Target Word",4,"Folie24.jpg","Eye",18,7963,8402,125.2,"p6"
"8122","Fixation",26,"Folie5.jpg","Eye",7,1678.1,1795.8,167,"p6"
"8123",NA,5,"Folie12.jpg","Eye",2,8597.9,8680.1,192,"p6"
"8124",NA,10,"Folie23.jpg","Eye",1,6,372.3,300.6,"p6"
"8125",NA,24,"Folie21.jpg","Eye",17,4919.1,4928.3,16.7,"p6"
"8126","Grid",27,"Folie18.jpg","Eye",17,4015.3,4205.9,158.6,"p6"
"8127",NA,17,"Folie1.jpg","Eye",8,2616.5,2650.5,66.8,"p6"
"8128",NA,15,"Folie8.jpg","Eye",1,299.1,322,25,"p6"
"8129",NA,6,"Folie9.jpg","Eye",17,5654.8,5657.4,16.7,"p6"
"8130",NA,24,"Folie21.jpg","Eye",7,2914.7,2944.1,25,"p6"
"8131",NA,23,"Folie14.jpg","Eye",1,12.5,739,1068.8,"p6"
"8132","Grid",25,"Folie28.jpg","Eye",25,7599.2,7728.2,142,"p6"
"8133",NA,25,"Folie28.jpg","Eye",23,7866.2,7867.2,8.3,"p6"
"8134","Grid",22,"Folie13.jpg","Eye",17,7502.3,7633.8,133.5,"p6"
"8135",NA,6,"Folie9.jpg","Eye",2,7936.6,8026.8,133.6,"p6"
"8136",NA,24,"Folie21.jpg","Eye",21,5911,5937.8,8.4,"p6"
"8137","Grid",3,"Folie25.jpg","Eye",21,8063.6,9078,1010.5,"p6"
"8138",NA,10,"Folie23.jpg","Eye",4,2476,2530.6,58.5,"p6"
"8139","Grid",5,"Folie12.jpg","Eye",17,4590.6,4760.4,225.4,"p6"
"8140","Grid",12,"Folie4.jpg","Eye",9,3587,3662.2,133.5,"p6"
"8141",NA,18,"Folie11.jpg","Eye",49,24514.3,24703.5,275.6,"p6"
"8142","Grid",13,"Folie7.jpg","Eye",9,3046.7,3223.2,167,"p6"
"8143",NA,11,"Folie30.jpg","Eye",10,3053.9,3070.6,16.7,"p6"
"8144","Fixation",13,"Folie7.jpg","Eye",3,476.4,2210.7,1719.4,"p6"
"8145",NA,7,"Folie26.jpg","Eye",9,3858.6,3877.2,8.3,"p6"
"8146",NA,12,"Folie4.jpg","Eye",16,4795.5,4796.4,8.3,"p6"
"8147",NA,8,"Folie22.jpg","Eye",2,263.5,296.6,100.2,"p6"
"8148","Grid",10,"Folie23.jpg","Eye",20,6795.5,7021.9,200.4,"p6"
"8149",NA,15,"Folie8.jpg","Eye",1,280.2,335.8,58.5,"p6"
"8150",NA,5,"Folie12.jpg","Eye",8,2421.2,2412.9,8.4,"p6"
"8151",NA,16,"Folie27.jpg","Eye",7,2009.7,2028.5,100.2,"p6"
"8152","Grid",19,"Folie2.jpg","Eye",9,3019.9,3220.2,208.8,"p6"
"8153",NA,15,"Folie8.jpg","Eye",11,2697.3,2728.5,41.7,"p6"
"8154","Grid",6,"Folie9.jpg","Eye",20,5966.5,6141.9,183.7,"p6"
"8155",NA,21,"Folie10.jpg","Eye",7,3361.6,3403.5,8.3,"p6"
"8156",NA,6,"Folie9.jpg","Eye",4,1229.2,1420.9,16.7,"p6"
"8157",NA,14,"Folie20.jpg","Eye",15,4476,4511.9,50.1,"p6"
"8158","Grid",26,"Folie5.jpg","Eye",25,8330.3,8458.6,116.9,"p6"
"8159",NA,7,"Folie26.jpg","Eye",11,3550.9,3569.6,8.4,"p6"
"8160","Grid",8,"Folie22.jpg","Eye",8,2866.2,3150.4,333.9,"p6"
"8161","Grid",25,"Folie28.jpg","Eye",12,4001.8,4272.8,250.4,"p6"
"8162","Target Word",14,"Folie20.jpg","Eye",9,2548.8,2789.3,250.3,"p6"
"8163","Grid",14,"Folie20.jpg","Eye",11,3343,3645.9,333.8,"p6"
"8164","Grid",6,"Folie9.jpg","Eye",5,2298.3,2502.9,208.8,"p6"
"8165",NA,18,"Folie11.jpg","Eye",15,4940.6,5018.4,66.8,"p6"
"8166",NA,21,"Folie10.jpg","Eye",12,4485,4503.1,16.7,"p6"
"8167",NA,11,"Folie30.jpg","Eye",7,2822,2874.8,8.4,"p6"
"8168","Grid",18,"Folie11.jpg","Eye",28,8560.2,8810.1,225.5,"p6"
"8169",NA,3,"Folie25.jpg","Eye",4,2262.9,2350.6,133.6,"p6"
"8170",NA,8,"Folie22.jpg","Eye",30,8124.4,8270.1,50.1,"p6"
"8171",NA,20,"Folie29.jpg","Eye",4,8522.3,8633.8,167.1,"p6"
"8172","White Space",22,"Folie13.jpg","Eye",3,591.6,802,142,"p6"
"8173","Fixation",23,"Folie14.jpg","Information",1,0,NA,NA,"p6"
"8174","White Space",1,"Folie19.jpg","Eye",6,2993.9,3358.6,409.1,"p6"
"8175",NA,19,"Folie2.jpg","Eye",10,3697.3,3714.2,50.1,"p6"
"8176",NA,18,"Folie11.jpg","Eye",26,24703.5,24352.8,8.4,"p6"
"8177","Fixation",24,"Folie21.jpg","Eye",3,1692.3,2223.6,551.1,"p6"
"8178","Target Word",28,"Folie6.jpg","Eye",6,2597.7,2720.1,158.6,"p6"
"8179",NA,27,"Folie18.jpg","Eye",14,3986,4005,25.1,"p6"
"8180",NA,15,"Folie8.jpg","Eye",2,209.8,237.3,33.4,"p6"
"8181",NA,19,"Folie2.jpg","Eye",10,5126,5136,16.7,"p6"
"8182",NA,15,"Folie8.jpg","Eye",3,557.3,560.5,8.6,"p6"
"8183","Grid",14,"Folie20.jpg","Eye",34,8412.7,8894.2,501,"p6"
"8184",NA,7,"Folie26.jpg","Eye",1,218.3,247.2,25,"p6"
"8185","Grid",7,"Folie26.jpg","Eye",10,2701.6,3037.4,283.8,"p6"
"8186","Grid",1,"Folie19.jpg","Eye",8,3399,3592.2,183.7,"p6"
"8187","Fixation",5,"Folie12.jpg","Eye",1,0.2,250.6,259,"p6"
"8188","Target Word",29,"Folie15.jpg","Eye",1,6.2,599,402.4,"p6"
"8189",NA,15,"Folie8.jpg","Eye",26,7143.4,7147.8,8.4,"p6"
"8190",NA,30,"Folie17.jpg","Eye",1,4487.8,5779.1,1010.2,"p6"
"8191",NA,8,"Folie22.jpg","Eye",13,3968.3,4028.6,8.4,"p6"
"8192",NA,22,"Folie13.jpg","Eye",12,4713.1,4713.4,25.4,"p6"
"8193","Grid",28,"Folie6.jpg","Eye",17,6239.4,6640,442.5,"p6"
"8194",NA,20,"Folie29.jpg","Eye",8,2891.4,2944.2,41.8,"p6"
"8195",NA,6,"Folie9.jpg","Eye",9,3058.5,3075.2,33.4,"p6"
"8196","Grid",29,"Folie15.jpg","Eye",11,3123.9,3266.5,142,"p6"
"8197","Grid",2,"Folie3.jpg","Eye",25,6715.1,6950.1,250.4,"p6"
"8198","Grid",3,"Folie25.jpg","Eye",9,4162.9,5149.5,1118.9,"p6"
"8199",NA,4,"Folie24.jpg","Eye",27,8732.8,8739.7,8.4,"p6"
"8200","Grid",30,"Folie17.jpg","Eye",23,7333.4,7471.6,109.8,"p6"
"8201",NA,10,"Folie23.jpg","Eye",3,1617.7,1662.2,8.4,"p6"
"8202",NA,22,"Folie13.jpg","Eye",26,8558.8,8568.2,50.1,"p6"
"8203","Grid",1,"Folie19.jpg","Eye",1,10.1,293.9,284,"p6"
"8204","Grid",13,"Folie7.jpg","Eye",8,3124.8,3191.5,66.8,"p6"
"8205","Grid",15,"Folie8.jpg","Eye",12,4183.8,4409.5,217,"p6"
"8206",NA,5,"Folie12.jpg","Eye",8,4512,4524.6,8.4,"p6"
"8207","Target Word",1,"Folie19.jpg","Eye",8,2799,2878.9,116.9,"p6"
"8208",NA,5,"Folie12.jpg","Eye",18,5187.6,5204.7,41.7,"p6"
"8209",NA,7,"Folie26.jpg","Eye",5,2423.4,2410.7,33.4,"p6"
"8210",NA,12,"Folie4.jpg","Eye",6,1542.9,1576.4,8.4,"p6"
"8211",NA,22,"Folie13.jpg","Eye",16,4924,4933.5,8.3,"p6"
"8212",NA,7,"Folie26.jpg","Eye",25,6784.5,6786.9,25,"p6"
"8213","Grid",8,"Folie22.jpg","Eye",10,3181.8,3354.8,167,"p6"
"8214",NA,26,"Folie5.jpg","Eye",18,5627.5,5647.1,66.8,"p6"
"8215","Grid",16,"Folie27.jpg","Eye",26,7984,8328.5,342.3,"p6"
"8216",NA,5,"Folie12.jpg","Eye",4,2327,2373.2,50.1,"p6"
"8217",NA,15,"Folie8.jpg","Eye",7,2609.6,2623.2,33.4,"p6"
"8218","Grid",17,"Folie1.jpg","Information",4,1661.2,1693.3,125.3,"p6"
"8219","Grid",17,"Folie1.jpg","Eye",18,8496.1,8721.7,217.1,"p6"
"8220","Fixation",8,"Folie22.jpg","Eye",21,7756.9,7989.1,759.8,"p6"
"8221",NA,17,"Folie1.jpg","Eye",11,5415.6,5437.8,33.4,"p6"
"8222",NA,29,"Folie15.jpg","Eye",7,2771.4,2801.2,33.4,"p6"
"8223","Target Word",5,"Folie12.jpg","Eye",6,2672,2832,200.4,"p6"
"8224",NA,15,"Folie8.jpg","Eye",5,2364,2380.9,33.4,"p6"
"8225","Grid",13,"Folie7.jpg","Eye",20,5593.8,5918.5,383.9,"p6"
